,patent_num,patent_year,file_year,chemical etching,photochemical blanking,electroforming stamping,plasma etching,ultrasonic machining,water jet cutting,electrical discharge machining,electron beam machining,3D printing,bioprinting,replica molding,biofabrication,freeze casting,microfabrication,electrospinning,allograft
1126,"10,619,133",2020,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1127,"10,621,726",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,"10,624,655",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,"10,624,682",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,"10,624,716",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,"10,624,718",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,"10,624,750",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1133,"10,624,757",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,"10,624,779",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,"10,624,990",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1136,"10,624,998",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,"10,625,086",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,"10,626,373",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,"10,628,944",2020,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1140,"10,631,899",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1141,"10,631,905",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,"10,631,954",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,"10,631,955",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,"10,631,956",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,"10,631,959",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1146,"10,631,989",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,"10,631,990",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,"10,631,995",2020,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,"10,632,172",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,"10,632,227",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,"10,632,230",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1152,"10,632,308",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,"10,633,632",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1154,"10,633,634",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,"10,633,766",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1156,"10,639,134",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,"10,639,156",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,"10,639,157",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1159,"10,639,158",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1160,"10,639,164",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1161,"10,639,187",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,"10,639,398",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1163,"10,639,490",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,"10,640,747",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1165,"10,640,788",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,"10,643,497",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,"10,646,214",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,"10,646,242",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,"10,646,262",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,"10,646,264",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,"10,646,308",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,"10,646,326",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,"10,646,347",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,"10,646,349",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1175,"10,646,385",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,"10,646,514",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,"10,646,575",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,"10,646,587",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,"10,646,614",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1180,"10,646,615",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,"10,646,618",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182,"10,646,619",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,"10,646,622",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,"10,646,714",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,"10,647,959",2020,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1186,"10,647,962",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,"10,648,042",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,"10,649,437",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,"10,653,150",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,"10,653,502",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,"10,653,506",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,"10,653,552",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,"10,653,635",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1194,"10,653,802",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,"10,653,813",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1196,"10,653,817",2020,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1197,"10,655,096",2020,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1198,"10,660,681",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,"10,660,685",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,"10,660,754",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,"10,660,763",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,"10,660,787",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,"10,660,968",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,"10,660,986",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1205,"10,661,390",2020,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,"10,662,148",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,"10,662,218",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"10,662,401",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1209,"10,667,803",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,"10,667,927",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,"10,668,135",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,"10,668,182",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,"10,668,183",2020,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1214,"10,669,543",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,"10,675,016",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1216,"10,675,064",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,"10,675,065",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1218,"10,675,074",2020,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1219,"10,675,095",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,"10,675,158",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,"10,675,159",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,"10,675,307",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,"10,675,330",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1224,"10,675,376",2020,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,"10,675,379",2020,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1226,"10,675,380",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,"10,675,385",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,"10,676,712",2020,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1229,"10,676,713",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,"10,676,718",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,"10,681,478",2020,2018,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1232,"10,682,147",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,"10,682,210",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,"10,682,400",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,"10,682,410",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,"10,682,437",2020,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1237,"10,682,438",2020,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1238,"10,682,440",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1239,"10,682,442",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,"10,683,347",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1241,"10,683,379",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,"10,685,437",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,"10,687,879",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1244,"10,687,880",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1245,"10,687,919",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,"10,687,921",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,"10,687,947",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,"10,687,975",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,"10,688,016",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,"10,688,167",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,"10,688,216",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1252,"10,688,222",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1253,"10,688,223",2020,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1254,"10,688,726",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,"10,689,330",2020,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,"10,692,599",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,"10,695,112",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,"10,695,146",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,"10,695,148",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,"10,695,162",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1261,"10,695,182",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,"10,695,218",2020,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1263,"10,695,363",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,"10,695,444",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1265,"10,695,459",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,"10,695,461",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,"10,695,466",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1268,"10,695,467",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,"10,695,468",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,"10,695,521",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,"10,695,563",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,"10,699,415",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,"10,702,319",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,"10,702,336",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,"10,702,356",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,"10,702,584",2020,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1277,"10,702,627",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1278,"10,702,630",2020,2016,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1279,"10,709,436",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,"10,709,457",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1281,"10,709,479",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,"10,709,523",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,"10,709,524",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,"10,709,528",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,"10,709,561",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,"10,709,576",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1287,"10,709,772",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,"10,709,778",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,"10,709,810",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1290,"10,709,811",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1291,"10,709,812",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,"10,709,814",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1293,"10,709,884",2020,2018,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1294,"10,711,334",2020,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1295,"10,716,192",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,"10,716,556",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,"10,716,646",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,"10,716,685",2020,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1299,"10,716,808",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,"10,716,876",2020,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1301,"10,716,878",2020,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,"10,717,208",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,"10,717,763",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1304,"10,717,813",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1305,"10,717,980",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1306,"10,722,228",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,"10,722,280",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,"10,722,310",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,"10,722,328",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,"10,722,369",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,"10,722,388",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,"10,722,540",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,"10,722,562",2020,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1314,"10,723,774",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,"10,723,783",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,"10,729,462",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1317,"10,729,475",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1318,"10,729,515",2020,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1319,"10,729,520",2020,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,"10,729,524",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,"10,729,558",2020,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,"10,729,702",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,"10,729,729",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,"10,729,807",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1325,"10,729,809",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1326,"10,729,810",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,"10,729,816",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,"10,729,870",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,"10,730,862",2020,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,"10,730,870",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,"10,730,928",2020,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1332,"10,731,046",2020,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1333,"10,736,539",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,"10,736,661",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1335,"10,736,664",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,"10,736,679",2020,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1337,"10,736,681",2020,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1338,"10,736,716",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,"10,736,717",2020,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,"10,736,746",2020,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1341,"10,736,752",2020,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,"10,736,771",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,"10,736,922",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,"10,736,942",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,"10,736,943",2020,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,"10,736,966",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1347,"10,736,993",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1348,"10,736,994",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1349,"10,738,098",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1350,"10,741,269",2020,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,"10,743,533",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1352,"10,743,914",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1353,"10,743,915",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1354,"10,743,922",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,"10,743,937",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1356,"10,743,964",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,"10,743,966",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,"10,743,994",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1359,"10,744,003",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,"10,744,004",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1361,"10,744,070",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,"10,744,078",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,"10,744,229",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,"10,745,459",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,"10,745,461",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,"10,745,677",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,"10,748,309",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,"10,748,651",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,"10,749,048",2020,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1370,"10,750,297",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,"10,750,298",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,"10,751,036",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1373,"10,751,091",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,"10,751,097",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1375,"10,751,100",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,"10,751,102",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1377,"10,751,185",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1378,"10,751,186",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,"10,751,196",2020,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,"10,751,304",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,"10,751,367",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,"10,751,448",2020,2016,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1383,"10,752,663",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,"10,752,768",2020,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,"10,752,903",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,"10,753,902",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,"10,755,813",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,"10,758,253",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,"10,758,287",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1390,"10,758,288",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1391,"10,758,321",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,"10,758,322",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,"10,758,323",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,"10,758,325",2020,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,"10,758,355",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,"10,758,361",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1397,"10,758,362",2020,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,"10,758,373",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1399,"10,758,639",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,"10,758,645",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1401,"10,760,056",2020,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,"10,765,423",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1403,"10,765,453",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"10,765,490",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,"10,765,494",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,"10,765,495",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,"10,765,523",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,"10,765,524",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,"10,765,525",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1410,"10,765,649",2020,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,"10,765,703",2020,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1412,"10,765,746",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,"10,765,748",2020,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,"10,765,878",2020,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
